id,name,category,price
231,Сердцевина смещенная 80мм ЗОЛОТО 8кл перфоключ/5/100/,ЗАМКИ,246.53
232,Сердцевина смещенная 90мм ЗОЛОТО 8кл перфоключ/5/100/,ЗАМКИ,278.50
233,Ледоруб-топор сварной Б2 с тулейкой D-40мм/10/,ЗИМНИЙ ИНВЕНТАРЬ,160.57
234,"Лопата для снега ""Форза"" 40*50/9",ЗИМНИЙ ИНВЕНТАРЬ,312.90
235,"Лопата С ЧЕРЕНКОМ для снега ""Форза"" 40*50 /6/",ЗИМНИЙ ИНВЕНТАРЬ,535.30
236,Лопата снег с черенк430*420мм полик синий КРАТНО 3,ЗИМНИЙ ИНВЕНТАРЬ,884.50
237,Лопата снеговая б/черенка 410*369мм Стандарт/5/,ЗИМНИЙ ИНВЕНТАРЬ,181.60
238,Лопата снеговая б/черенка 446*357мм с наконечн /5/,ЗИМНИЙ ИНВЕНТАРЬ,303.20
239,Лопата снеговая с черенком 446*357мм поликарбонат кратно 3 шт!/3/,ЗИМНИЙ ИНВЕНТАРЬ,612.20
240,"Лопатка детская ""Палетта"" 49 см /36/",ЗИМНИЙ ИНВЕНТАРЬ,74.80
241,Лопатка детская 65см /10/,ЗИМНИЙ ИНВЕНТАРЬ,157.90
242,Ручка для лопаты черная d-32мм,ЗИМНИЙ ИНВЕНТАРЬ,31.60
243,Ручка для лопаты черная d-36мм,ЗИМНИЙ ИНВЕНТАРЬ,49.40
244,Сани-волокуши С-4/1 1001*530*230 черн ЯСВ10,ЗИМНИЙ ИНВЕНТАРЬ,1034.00
245,Сани-волокуши С-5 1200*6600*240 черн ЯСВ15,ЗИМНИЙ ИНВЕНТАРЬ,1240.60
246,Сани-волокуши С-6 1450х730х250 черн Я-СВ05,ЗИМНИЙ ИНВЕНТАРЬ,1827.00
247,Сани-волокуши С-7 1400х700х270мм черн ЯСВ13,ЗИМНИЙ ИНВЕНТАРЬ,1596.90
248,Скрепер БОЛЬШОЙ 710*530 д/уборки снега/5/,ЗИМНИЙ ИНВЕНТАРЬ,771.62
249,Скрепер д/снега ГРЕЙДЕР скребок 82*59см/5/,ЗИМНИЙ ИНВЕНТАРЬ,1487.04
250,Карты игральные 36л ДАМА КРАТНО 10шт /10/120/,ИГРЫ,14.84
251,Карты игральные покерные КОРОЛЬ 54л /10/100/,ИГРЫ,18.87
252,"Бак многофункциональный ""Гроссо"" 24л с крышкой /4/С329",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,539.00
253,"Бак многофункциональный ""Гроссо"" 38л с крышкой /5/С330",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,847.10
254,"Бак многофункциональный ""Гроссо"" 58л с крышкой /4/С331",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,1192.90
255,"Банка с завинчивающейся крышкой  ""Тондо"" 0,45л/24/С284",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,49.80
256,"Банка с завинчивающейся крышкой ""Тондо"" 0,65 л/20/ С285-01-КОЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,55.20
257,"Банка с завинчивающейся крышкой ""Тондо"" 0,9л/16/ С286",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,62.70
258,"Банка с завинчивающейся крышкой ""Тондо"" 1,2л/20/ С287",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,74.20
259,"Банка с завинчивающейся крышкой ""Тондо"" 1,5л/18/С288",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,83.10
260,"Банка с завинчивающейся крышкой ""Тондо"" 1,7л/16/С289",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,89.90
261,"Бидон ""Просперо"" 3л фиолетовый /16/С925ФИЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,174.40
262,"Бидон ""Просперо"" 5л Фиолет /16/С926ФИЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,229.40
263,"Бидон ""Просперо"" 8л фиолет/6/С927ФИЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,309.90
264,"Ваза для фруктов ""Люмици""/20/С581",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,139.00
265,"Вазон высокий Колывань 5,6л Д26 мрамор  /12/С135М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,211.00
266,"Вазон высокий Колывань 5,6л Д26 серый /12/С135СЕР",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,211.00
267,"Вазон высокий Колывань 5,6л Д26 терракот  /12/С135Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,211.00
268,"Вазон высокий Колывань 8,1л Д30 мрамор  /7/С136М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,266.60
269,"Вазон высокий Колывань 8,1л Д30 терракот /7/С136Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,266.60
270,"Вазон высокий Колывань 8,1л Д30серый /7/С136СЕР",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,266.60
271,"Вазон Колывань 0,6л Д14 мрамор  /36/С142М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,59.40
272,"Вазон Колывань 0,6л Д14 терракот /36/С142Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,59.40
273,Вазон Колывань 2л Д22 терракот  /18/С144Т,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,115.90
274,"Вазон Колывань 3,4л Д26 мрамор  /14/С145М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,182.60
275,"Вазон Колывань 3,4л Д26 терракот  /14/С145Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,182.60
276,"Вазон Колывань 5,3л  30см мрамор  /7/С146М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,218.00
277,"Вазон Колывань 5,3л 30см терракот  /7/С146Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,218.00
278,"Ванночка детская ""Бамбино"" голубая /6/С804ГЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,684.90
279,"Ванночка детская ""Бамбино"" розовая  /6/С804РЗ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,684.90
280,"Ванночка детская ""Бамбино""белая /6/С804БЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,684.90
281,Ведро  хоз 7л/20/С470,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,112.50
282,"Ведро""Либерти"" 10л с крышкой  салатовое/12/С604КСАЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,249.60
283,"Ведро ""Либерти"" 14 л красное/15/С605КРА",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,251.90
284,"Ведро ""Либерти"" 14л с крышкой голубое/11/С605КГОЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,348.60
285,"Ведро ""Либерти"" 14л с крышкой красное /11/С605ККРА",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,348.60
286,"Ведро ""Либерти"" 3 л /19/С601",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,91.90
287,"Ведро ""Либерти"" 5 л с крышкой голубое/15/С602КГОЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,174.60
288,"Ведро ""Либерти"" 5 л с крышкой салатовое/15/",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,174.60
289,"Ведро ""Либерти"" 7л с крышкой голубое /16/С603КГОЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,199.30
290,"Ведро ""Либерти"" 7л с крышкой салатовое /16/С603КСАЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,199.30
291,"Ведро ""Престо"" овальное 12 л со сливом и отжимом /8/С646",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,333.60
292,"Ведро ""Соло"" 10л бирюзовое./17/С633БИР",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,176.70
293,"Ведро ""Соло"" 3 л КРАСНОЕ /19/С630",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,83.60
294,"Ведро ""Соло"" 5л КРАСНОЕ /20/С631КРА",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,110.20
295,"Ведро ""Соло"" 7л бирюзовое/20/С632БИР",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,142.50
296,"Ведро ""Соло"" хозяйственное 10л /17С462",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,132.60
297,"Ведро ""Соло"" хозяйственное 10л с крышкой/12/С462К",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,174.50
298,"Ведро ""Соло"" хозяйственное 7л /20/С461",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,104.40
299,"Ведро-туалет ""Адис"" 16л терракот/6/С406ТЕР",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,528.50
300,Веник для уборки С866С866,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,205.60
301,Вешалка (плечики) д/верхней одежды р 44-46/66/С518,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,32.90
302,Вешалка (плечики) д/верхней одежды р 48-50/60/С519,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,35.90
303,Вешалка (плечики) д/верхней одежды р 52-54/57/С520,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,39.70
304,Вешалка-плечики д/сорочек р 48-50 набор 2шт/24/С510Н,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,69.90
305,Вешалка-плечики с накл д/верх одежд р 48-54 1шт/10/С512,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,57.50
306,"Вилка ""Чезаре"" набор 4 шт./68/С471",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,40.10
307,Воронка Ультимо d 175/54/С250,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,59.50
308,Воронка Ультимо d115 /81/С248,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,28.20
309,Воронка Ультимо d140 /60/С249,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,35.30
310,Воронка Ультимо Д75/120/С246,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,21.40
311,"Воронка Ультимо набор d75, d115, d140/13/С251",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,93.90
312,"Горка для купания детей ""Бамбино"" голубая/8/С819ГОЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,274.50
313,"Горка для купания детей ""Бамбино""белая/8/С819БЕЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,274.50
314,"Горшок детский ""Бамбино"" белый /17/С815БЕЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,147.10
315,"Горшок детский ""Бамбино"" голубой /17/С815ГОЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,147.10
316,"Горшок детский ""Бамбино"" розовый /17/С815РОЗ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,147.10
317,"Горшок для орхидей ""Колывань"" 1,8л Д180 с подд/28/С93П",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,81.90
318,"Горшок для орхидей ""Розетта""1,7л Д170 с подд/12/С126П",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,80.60
319,"Горшок для орхидей Фелиция 1,8л Д180см с подд/20/С103П",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,77.60
320,"Горшок для орхидей Эдельвейс 1,5л Д160см с подд/20/С191П",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,70.20
321,"Горшок Квадро с поддоном 0,63л мрамор  /50/С160М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,54.80
322,"Горшок Квадро с поддоном 0,63л терракот.  /50/С160Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,54.80
323,"Горшок Квадро с поддоном 12,2л мрамор /8/С165М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,351.90
324,"Горшок Квадро с поддоном 12,2л терракот /8/С165Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,351.90
325,"Горшок Квадро с поддоном 2,9л мрамор /24/С162М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,136.50
326,"Горшок Квадро с поддоном 5,1л мрамор /10/С163М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,189.70
327,"Горшок Квадро с поддоном 5,1л терракот. /10/С163Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,189.70
328,"Горшок Квадро с поддоном 8,1л мрамор /12/С164М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,258.60
329,"Горшок Квадро с поддоном 8,1л терракот.  /12/С164Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,258.60
330,"Горшок Колывань 0,45л Д11см мрам с под. /45/С91М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,42.80
331,"Горшок Колывань 0,45л Д11см террак с под. /45/С91Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,42.80
332,"Горшок Колывань 0,9л Д14 мрамор с поддоном /49/С92М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,56.20
333,"Горшок Колывань 0,9л Д14 терр. с поддоном  /49/С92Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,56.20
334,"Горшок Колывань 1,8л Д18 мрам.с поддоном /28/С93М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,81.90
335,"Горшок Колывань 1,8л Д18 терр с поддоном /28/С93Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,81.90
336,Горшок Колывань 10л Д30см мрамор  /7/С96М,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,251.50
337,Горшок Колывань 10л Д30см терракот  /7/С96Т,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,251.50
338,"Горшок Колывань 3,7л Д22 мрам.с поддоном /12/С94М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,119.20
339,"Горшок Колывань 3,7л Д22 терр с поддоном /12/С94Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,119.20
340,"Горшок Колывань 6,7л Д26 мрам.с поддоном /12/С95М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,164.60
341,"Горшок Колывань 6,7л Д26 сер.с поддоном /12/С95СЕР",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,164.60
342,"Горшок Колывань 6,7л Д26 терр с поддоном /12/С95Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,164.60
343,"Горшок Фелиция 0,4л Д105 см мрамор с поддоном /57/С101М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,40.40
344,"Горшок Фелиция 0,4л Д105 см террак с поддоном /57/С101Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,40.40
345,"Горшок Фелиция 0,9л Д14см мрамор с поддоном /54/С102М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,49.50
346,"Горшок Фелиция 0,9л Д14см терракот с поддоном /54/С102Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,49.50
347,"Горшок Фелиция 1,8л Д18см мрамор с поддоном /20/С103М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,76.50
348,"Горшок Фелиция 1,8л Д18см терракот с поддоном /20/С103Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,76.50
349,"Горшок Фелиция 10,4л Д32см мрамор с поддоном /8/С106М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,261.10
350,"Горшок Фелиция 10,4л Д32см терракот с поддоном /8/С106Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,261.10
351,"Горшок Фелиция 3,6л Д 22,5см мрамор с поддоном /10/С104М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,122.90
352,"Горшок Фелиция 3,6л Д22,5см терракот с поддоном/10/С104Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,122.90
353,"Горшок Фелиция 6,4л Д27см мрамор с поддоном /8/С105М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,188.50
354,"Горшок Фелиция 6,4л Д27см терракот с поддоном /8/С105Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,188.50
355,Горшок Эдельвейс с под. 3л Д 20см мрамор /25/С192М,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,100.00
356,Горшок Эдельвейс с под. 3л Д 20см терракот /25/С192Т,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,100.00
357,"Горшок Эдельвейс с под.0,65л Д12см мрамор /36/С190М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,46.90
358,"Горшок Эдельвейс с под.1,5л Д16см мрамор /20/С191М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,70.20
359,"Горшок Эдельвейс с под.1,5л Д16см терракот /20/С191Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,70.20
360,"Горшок Эдельвейс с под.5,3л Д 24см мрамор /10/С193М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,163.50
361,"Горшок Эдельвейс с под.5,3л Д 24см терракот /10/С193Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,163.50
362,"Горшок Эдельвейс с под.9,5л Д 29см мрамор /8/С194М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,232.10
363,"Горшок Эдельвейс с под.9,5л Д 29см терракот /8/С194Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,232.10
364,"Горшок""Розетта"" 13,0л Д340 с поддоном золотой/4/С129ЗОЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,342.60
365,"Горшок""Розетта"" 13,0л Д340 с поддоном терракот/4/С129ТЕР",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,342.60
366,"Горшок""Розетта"" 2,8л Д200 с поддоном зеленый/14/С127ЗЕЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,107.70
367,"Горшок""Розетта"" 2,8л Д200 с поддоном золото/14/С127ЗОЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,107.70
368,"Горшок""Розетта"" 2,8л Д200 с поддоном мрамор/14/С127МРА",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,107.70
369,"Горшок""Розетта"" 2,8л Д200 с поддоном терракот/14/С127ТЕР",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,107.70
370,"Горшок""Розетта"" 21л Д400 с поддоном зеленый/4/С130ЗЕЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,505.80
